locus_tag	ftype	length_bp	gene	EC_number	COG	product
FJKNNBLA_00124	CDS	927				[gene=yadG] [locus_tag=b0127] [db_xref=UniProtKB/Swiss-Prot:P36879] [protein=putative ABC transporter ATP-binding protein YadG] [protein_id=AAC73238.1][location=142779..143705] [gbkey=CDS]
FJKNNBLA_00125	CDS	771				[gene=yadH] [locus_tag=b0128] [db_xref=UniProtKB/Swiss-Prot:P0AFN6] [protein=putative ABC transporter membrane subunit YadH] [protein_id=AAC73239.1][location=143702..144472] [gbkey=CDS]
FJKNNBLA_00126	CDS	441				[gene=yadI] [locus_tag=b0129] [db_xref=UniProtKB/Swiss-Prot:P36881] [protein=putative PTS enzyme IIA component YadI] [protein_id=AAC73240.1] [location=144577..145017][gbkey=CDS]
FJKNNBLA_00127	CDS	1230				[gene=yadE] [locus_tag=b0130] [db_xref=UniProtKB/Swiss-Prot:P31666] [protein=putative polysaccharide deacetylase lipoprotein YadE] [protein_id=AAC73241.1][location=145081..146310] [gbkey=CDS]
FJKNNBLA_00128	CDS	381				[gene=panD] [locus_tag=b0131] [db_xref=UniProtKB/Swiss-Prot:P0A790] [protein=aspartate 1-decarboxylase proenzyme] [protein_id=AAC73242.1] [location=complement(146314..146694)][gbkey=CDS]
FJKNNBLA_00129	CDS	903				[gene=rpnC] [locus_tag=b0132] [db_xref=UniProtKB/Swiss-Prot:P31665] [protein=recombination-promoting nuclease RpnC] [protein_id=AAC73243.1] [location=146968..147870][gbkey=CDS]
FJKNNBLA_00130	CDS	852				[gene=panC] [locus_tag=b0133] [db_xref=UniProtKB/Swiss-Prot:P31663] [protein=pantothenate synthetase] [protein_id=AAC73244.1] [location=complement(147944..148795)][gbkey=CDS]
FJKNNBLA_00131	CDS	795				[gene=panB] [locus_tag=b0134] [db_xref=UniProtKB/Swiss-Prot:P31057] [protein=3-methyl-2-oxobutanoate hydroxymethyltransferase] [protein_id=AAC73245.1][location=complement(148807..149601)] [gbkey=CDS]
FJKNNBLA_00132	CDS	1275				[gene=yadC] [locus_tag=b0135] [db_xref=UniProtKB/Swiss-Prot:P31058] [protein=fimbrial tip-adhesin YadC] [protein_id=AAC73246.1] [location=complement(149715..150953)][gbkey=CDS]
FJKNNBLA_00133	CDS	597				[gene=yadK] [locus_tag=b0136] [db_xref=UniProtKB/Swiss-Prot:P37016] [protein=putative fimbrial protein YadK] [protein_id=AAC73247.1] [location=complement(151003..151599)][gbkey=CDS]
FJKNNBLA_00134	CDS	603				[gene=yadL] [locus_tag=b0137] [db_xref=UniProtKB/Swiss-Prot:P37017] [protein=putative fimbrial protein YadL] [protein_id=AAC73248.1] [location=complement(151626..152231)][gbkey=CDS]
FJKNNBLA_00135	CDS	384				[gene=yadM] [locus_tag=b0138] [db_xref=UniProtKB/Swiss-Prot:P37018] [protein=putative fimbrial protein YadM] [protein_id=AAC73249.2] [location=complement(152243..152812)][gbkey=CDS]
FJKNNBLA_00136	CDS	2601				[gene=htrE] [locus_tag=b0139] [db_xref=UniProtKB/Swiss-Prot:P33129] [protein=putative fimbrial usher protein HtrE] [protein_id=AAC73250.1] [location=complement(152829..155426)][gbkey=CDS]
FJKNNBLA_00137	CDS	741				[gene=yadV] [locus_tag=b0140] [db_xref=UniProtKB/Swiss-Prot:P33128] [protein=putative fimbrial chaperone YadV] [protein_id=AAC73251.1] [location=complement(155461..156201)][gbkey=CDS]
FJKNNBLA_00138	CDS	585				[gene=yadN] [locus_tag=b0141] [db_xref=UniProtKB/Swiss-Prot:P37050] [protein=putative fimbrial protein YadN] [protein_id=AAC73252.1] [location=complement(156299..156883)][gbkey=CDS]
FJKNNBLA_00139	CDS	480				[gene=folK] [locus_tag=b0142] [db_xref=UniProtKB/Swiss-Prot:P26281] [protein=2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase] [protein_id=AAC73253.1][location=complement(157253..157732)] [gbkey=CDS]
FJKNNBLA_00140	CDS	1365				[gene=pcnB] [locus_tag=b0143] [db_xref=UniProtKB/Swiss-Prot:P0ABF1] [protein=poly(A) polymerase I] [protein_id=AAC73254.2] [location=complement(157729..159126)][gbkey=CDS]
FJKNNBLA_00141	CDS	927				[gene=gluQ] [locus_tag=b0144] [db_xref=UniProtKB/Swiss-Prot:P27305] [protein=glutamyl-Q tRNA(Asp) synthetase] [protein_id=AAC73255.3] [location=complement(159186..160112)][gbkey=CDS]
FJKNNBLA_00142	CDS	456				[gene=dksA] [locus_tag=b0145] [db_xref=UniProtKB/Swiss-Prot:P0ABS1] [protein=RNA polymerase-binding transcription factor DksA] [protein_id=AAC73256.1][location=complement(160149..160604)] [gbkey=CDS]
FJKNNBLA_00143	CDS	705				[gene=sfsA] [locus_tag=b0146] [db_xref=UniProtKB/Swiss-Prot:P0A823] [protein=putative DNA-binding transcriptional regulator of maltose metabolism] [protein_id=AAC73257.1][location=complement(160782..161486)][gbkey=CDS]
FJKNNBLA_00144	CDS	531				[gene=thpR] [locus_tag=b0147] [db_xref=UniProtKB/Swiss-Prot:P37025] [protein=RNA 2',3'-cyclic phosphodiesterase] [protein_id=AAC73258.2] [location=complement(161501..162031)][gbkey=CDS]
FJKNNBLA_00145	CDS	2430				[gene=hrpB] [locus_tag=b0148] [db_xref=UniProtKB/Swiss-Prot:P37024] [protein=RNA-dependent NTPase HrpB] [protein_id=AAC73259.2] [location=162105..164534][gbkey=CDS]
FJKNNBLA_00146	CDS	2526				[gene=mrcB] [locus_tag=b0149] [db_xref=UniProtKB/Swiss-Prot:P02919] [protein=peptidoglycan glycosyltransferase/peptidoglycan DD-transpeptidase MrcB][protein_id=AAC73260.1] [location=164730..167264] [gbkey=CDS]
FJKNNBLA_00147	CDS	2244				[gene=fhuA] [locus_tag=b0150] [db_xref=UniProtKB/Swiss-Prot:P06971] [protein=ferrichrome outer membrane transporter/phage receptor] [protein_id=AAC73261.1][location=167484..169727] [gbkey=CDS]
FJKNNBLA_00148	CDS	798				[gene=fhuC] [locus_tag=b0151] [db_xref=UniProtKB/Swiss-Prot:P07821] [protein=iron(III) hydroxamate ABC transporter ATP binding subunit] [protein_id=AAC73262.1][location=169778..170575] [gbkey=CDS]
FJKNNBLA_00149	CDS	891				[gene=fhuD] [locus_tag=b0152] [db_xref=UniProtKB/Swiss-Prot:P07822] [protein=iron(III) hydroxamate ABC transporter periplasmic binding protein] [protein_id=AAC73263.1][location=170575..171465] [gbkey=CDS]
FJKNNBLA_00150	CDS	1983				[gene=fhuB] [locus_tag=b0153] [db_xref=UniProtKB/Swiss-Prot:P06972] [protein=iron(III) hydroxamate ABC transporter membrane subunit] [protein_id=AAC73264.1][location=171462..173444] [gbkey=CDS]
FJKNNBLA_00151	CDS	1281				[gene=hemL] [locus_tag=b0154] [db_xref=UniProtKB/Swiss-Prot:P23893] [protein=glutamate-1-semialdehyde 2,1-aminomutase] [protein_id=AAC73265.1] [location=complement(173602..174882)][gbkey=CDS]
FJKNNBLA_00152	CDS	1422				[gene=clcA] [locus_tag=b0155] [db_xref=UniProtKB/Swiss-Prot:P37019] [protein=chloride:H(+)antiporter ClcA] [protein_id=AAC73266.1] [location=175107..176528][gbkey=CDS]
FJKNNBLA_00153	CDS	345				[gene=erpA] [locus_tag=b0156] [db_xref=UniProtKB/Swiss-Prot:P0ACC3] [protein=iron-sulfur cluster insertion protein ErpA] [protein_id=AAC73267.1] [location=176610..176954][gbkey=CDS]
FJKNNBLA_00154	CDS	624				[gene=yadS] [locus_tag=b0157] [db_xref=UniProtKB/Swiss-Prot:P0AFP0] [protein=PF03458 family protein YadS] [protein_id=AAC73268.1] [location=complement(177001..177624)][gbkey=CDS]
FJKNNBLA_00155	CDS	801				[gene=btuF] [locus_tag=b0158] [db_xref=UniProtKB/Swiss-Prot:P37028] [protein=vitamin B12 ABC transporter periplasmic binding protein] [protein_id=AAC73269.1][location=complement(177662..178462)] [gbkey=CDS]
FJKNNBLA_00156	CDS	699				[gene=mtn] [locus_tag=b0159] [db_xref=UniProtKB/Swiss-Prot:P0AF12] [protein=5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase] [protein_id=AAC73270.1][location=complement(178455..179153)] [gbkey=CDS]
FJKNNBLA_00157	CDS	1518				[gene=dgt] [locus_tag=b0160] [db_xref=UniProtKB/Swiss-Prot:P15723] [protein=dGTP triphosphohydrolase][protein_id=AAC73271.1] [location=179237..180754][gbkey=CDS]
FJKNNBLA_00158	CDS	1425				[gene=degP] [locus_tag=b0161] [db_xref=UniProtKB/Swiss-Prot:P0C0V0] [protein=periplasmic serine endoprotease DegP] [protein_id=AAC73272.1] [location=180884..182308][gbkey=CDS]
FJKNNBLA_00159	CDS	1158				[gene=cdaR] [locus_tag=b0162] [db_xref=UniProtKB/Swiss-Prot:P37047] [protein=DNA-binding transcriptional activator CdaR] [protein_id=AAC73273.2] [location=182463..183620][gbkey=CDS]
FJKNNBLA_00160	CDS	387				hypothetical protein
FJKNNBLA_00161	CDS	813				[gene=yaeI] [locus_tag=b0164] [db_xref=UniProtKB/Swiss-Prot:P37049] [protein=phosphodiesterase YaeI] [protein_id=AAC73275.2] [location=complement(184257..185069)][gbkey=CDS]
FJKNNBLA_00162	CDS	825				[gene=dapD] [locus_tag=b0166] [db_xref=UniProtKB/Swiss-Prot:P0A9D8] [protein=tetrahydrodipicolinate succinylase] [protein_id=AAC73277.1] [location=complement(185123..185947)][gbkey=CDS]
FJKNNBLA_00163	CDS	2673				[gene=glnD] [locus_tag=b0167] [db_xref=UniProtKB/Swiss-Prot:P27249] [protein=PII uridylyltransferase/uridylyl removing enzyme] [protein_id=AAC73278.1][location=complement(185978..188650)] [gbkey=CDS]
FJKNNBLA_00164	CDS	795				[gene=map] [locus_tag=b0168] [db_xref=UniProtKB/Swiss-Prot:P0AE18] [protein=methionine aminopeptidase][protein_id=AAC73279.1] [location=complement(188712..189506)][gbkey=CDS]
FJKNNBLA_00165	CDS	726				[gene=rpsB] [locus_tag=b0169] [db_xref=UniProtKB/Swiss-Prot:P0A7V0] [protein=30S ribosomal subunit protein S2] [protein_id=AAC73280.1] [location=189874..190599][gbkey=CDS]
FJKNNBLA_00166	CDS	852				[gene=tsf] [locus_tag=b0170] [db_xref=UniProtKB/Swiss-Prot:P0A6P1] [protein=protein chain elongation factor EF-Ts] [protein_id=AAC73281.1] [location=190857..191708][gbkey=CDS]
FJKNNBLA_00167	CDS	726				[gene=pyrH] [locus_tag=b0171] [db_xref=UniProtKB/Swiss-Prot:P0A7E9] [protein=UMP kinase][protein_id=AAC73282.1] [location=191855..192580] [gbkey=CDS]
FJKNNBLA_00168	CDS	558				[gene=frr] [locus_tag=b0172] [db_xref=UniProtKB/Swiss-Prot:P0A805] [protein=ribosome-recycling factor] [protein_id=AAC73283.1] [location=192872..193429][gbkey=CDS]
FJKNNBLA_00169	CDS	1197				[gene=dxr] [locus_tag=b0173] [db_xref=UniProtKB/Swiss-Prot:P45568] [protein=1-deoxy-D-xylulose 5-phosphate reductoisomerase] [protein_id=AAC73284.1][location=193521..194717] [gbkey=CDS]
FJKNNBLA_00170	CDS	759				[gene=uppS] [locus_tag=b0174] [db_xref=UniProtKB/Swiss-Prot:P60472] [protein=ditrans,polycis-undecaprenyl-diphosphate synthase [(2E,6E)-farnesyl-diphosphate specific]] [protein_id=AAC73285.1] [location=194903..195664][gbkey=CDS]
FJKNNBLA_00171	CDS	153				hypothetical protein
FJKNNBLA_00172	CDS	750				[gene=cdsA] [locus_tag=b0175] [db_xref=UniProtKB/Swiss-Prot:P0ABG1] [protein=CDP-diglyceride synthetase] [protein_id=AAC73286.2] [location=195677..196534][gbkey=CDS]
FJKNNBLA_00173	CDS	1353				[gene=rseP] [locus_tag=b0176] [db_xref=UniProtKB/Swiss-Prot:P0AEH1] [protein=intramembrane zinc metalloprotease RseP] [protein_id=AAC73287.1] [location=196546..197898][gbkey=CDS]
FJKNNBLA_00174	CDS	2433				[gene=bamA] [locus_tag=b0177] [db_xref=UniProtKB/Swiss-Prot:P0A940] [protein=outer membrane protein assembly factor BamA] [protein_id=AAC73288.1] [location=197928..200360][gbkey=CDS]
FJKNNBLA_00175	CDS	486				[gene=skp] [locus_tag=b0178] [db_xref=UniProtKB/Swiss-Prot:P0AEU7] [protein=periplasmic chaperone Skp] [protein_id=AAC73289.1] [location=200482..200967][gbkey=CDS]
FJKNNBLA_00176	CDS	1026				[gene=lpxD] [locus_tag=b0179] [db_xref=UniProtKB/Swiss-Prot:P21645] [protein=UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase] [protein_id=AAC73290.1][location=200971..201996] [gbkey=CDS]
FJKNNBLA_00177	CDS	456				[gene=fabZ] [locus_tag=b0180] [db_xref=UniProtKB/Swiss-Prot:P0A6Q6] [protein=3-hydroxy-acyl-[acyl-carrier-protein]dehydratase] [protein_id=AAC73291.1][location=202101..202556] [gbkey=CDS]
FJKNNBLA_00178	CDS	789				[gene=lpxA] [locus_tag=b0181] [db_xref=UniProtKB/Swiss-Prot:P0A722] [protein=acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase][protein_id=AAC73292.1] [location=202560..203348] [gbkey=CDS]
FJKNNBLA_00179	CDS	1149				[gene=lpxB] [locus_tag=b0182] [db_xref=UniProtKB/Swiss-Prot:P10441] [protein=lipid A disaccharide synthase] [protein_id=AAC73293.1] [location=203348..204496][gbkey=CDS]
FJKNNBLA_00180	CDS	597				[gene=rnhB] [locus_tag=b0183] [db_xref=UniProtKB/Swiss-Prot:P10442] [protein=RNase HII][protein_id=AAC73294.1] [location=204493..205089] [gbkey=CDS]
FJKNNBLA_00181	CDS	3483				[gene=dnaE] [locus_tag=b0184] [db_xref=UniProtKB/Swiss-Prot:P10443] [protein=DNA polymerase III subunit alpha] [protein_id=AAC73295.1] [location=205126..208608][gbkey=CDS]
FJKNNBLA_00182	CDS	960				[gene=accA] [locus_tag=b0185] [db_xref=UniProtKB/Swiss-Prot:P0ABD5] [protein=acetyl-CoA carboxyltransferase subunit alpha] [protein_id=AAC73296.1] [location=208621..209580][gbkey=CDS]
FJKNNBLA_00183	CDS	2142				[gene=ldcC] [locus_tag=b0186] [db_xref=UniProtKB/Swiss-Prot:P52095] [protein=lysine decarboxylase 2] [protein_id=AAC73297.1] [location=209679..211820][gbkey=CDS]
FJKNNBLA_00184	CDS	390				[gene=yaeR] [locus_tag=b0187] [db_xref=UniProtKB/Swiss-Prot:P52096] [protein=VOC domain-containing protein YaeR] [protein_id=AAC73298.2] [location=211877..212266][gbkey=CDS]
FJKNNBLA_00185	CDS	1299				[gene=tilS] [locus_tag=b0188] [db_xref=UniProtKB/Swiss-Prot:P52097] [protein=tRNA(Ile)-lysidine synthetase] [protein_id=AAC73299.1] [location=212331..213629][gbkey=CDS]
FJKNNBLA_00186	CDS	261				[gene=rof] [locus_tag=b0189] [db_xref=UniProtKB/Swiss-Prot:P0AFW8] [protein=modulator of Rho-dependent transcription termination] [protein_id=AAC73300.2][location=complement(213678..213932)] [gbkey=CDS]
FJKNNBLA_00187	CDS	201				hypothetical protein
FJKNNBLA_00188	CDS	546				[gene=yaeQ] [locus_tag=b0190] [db_xref=UniProtKB/Swiss-Prot:P0AA97] [protein=uncharacterized protein YaeQ] [protein_id=AAC73301.1] [location=214291..214836][gbkey=CDS]
FJKNNBLA_00189	CDS	423				[gene=arfB] [locus_tag=b0191] [db_xref=UniProtKB/Swiss-Prot:P40711] [protein=peptidyl-tRNA hydrolase, ribosome rescue factor] [protein_id=AAC73302.1][location=214833..215255] [gbkey=CDS]
FJKNNBLA_00190	CDS	711				[gene=nlpE] [locus_tag=b0192] [db_xref=UniProtKB/Swiss-Prot:P40710] [protein=sensor lipoprotein NlpE] [protein_id=AAC73303.1] [location=215269..215979][gbkey=CDS]
FJKNNBLA_00191	CDS	825				[gene=yaeF] [locus_tag=b0193] [db_xref=UniProtKB/Swiss-Prot:P37056] [protein=peptidase C92 family protein YaeF] [protein_id=AAC73304.2] [location=complement(216179..217003)][gbkey=CDS]
FJKNNBLA_00192	CDS	1719				[gene=proS] [locus_tag=b0194] [db_xref=UniProtKB/Swiss-Prot:P16659] [protein=proline--tRNA ligase] [protein_id=AAC73305.1] [location=complement(217057..218775)][gbkey=CDS]
FJKNNBLA_00193	CDS	708				[gene=trmO] [locus_tag=b0195] [db_xref=UniProtKB/Swiss-Prot:P28634] [protein=tRNA m(6)t(6)A37 methyltransferase] [protein_id=AAC73306.1] [location=complement(218887..219594)][gbkey=CDS]
FJKNNBLA_00194	CDS	405				[gene=rcsF] [locus_tag=b0196] [db_xref=UniProtKB/Swiss-Prot:P69411] [protein=sensor lipoprotein RcsF] [protein_id=AAC73307.1] [location=complement(219591..219995)][gbkey=CDS]
FJKNNBLA_00195	CDS	816				[gene=metQ] [locus_tag=b0197] [db_xref=UniProtKB/Swiss-Prot:P28635] [protein=L-methionine/D-methionine ABC transporter membrane anchored binding protein][protein_id=AAC73308.1] [location=complement(220113..220928)][gbkey=CDS]
FJKNNBLA_00196	CDS	654				[gene=metI] [locus_tag=b0198] [db_xref=UniProtKB/Swiss-Prot:P31547] [protein=L-methionine/D-methionine ABC transporter membrane subunit] [protein_id=AAC73309.1][location=complement(220968..221621)] [gbkey=CDS]
FJKNNBLA_00197	CDS	1032				[gene=metN] [locus_tag=b0199] [db_xref=UniProtKB/Swiss-Prot:P30750] [protein=L-methionine/D-methionine ABC transporter ATP binding subunit] [protein_id=AAC73310.1][location=complement(221614..222645)] [gbkey=CDS]
FJKNNBLA_00198	CDS	573				[gene=gmhB] [locus_tag=b0200] [db_xref=UniProtKB/Swiss-Prot:P63228] [protein=D-glycero-beta-D-manno-heptose-1,7-bisphosphate 7-phosphatase] [protein_id=AAC73311.1][location=222833..223408] [gbkey=CDS]
FJKNNBLA_00199	rRNA	1538				16S ribosomal RNA
FJKNNBLA_00200	tRNA	77				tRNA-Ile(gat)
FJKNNBLA_00201	tRNA	76				tRNA-Ala(tgc)
FJKNNBLA_00202	rRNA	2903				23S ribosomal RNA
FJKNNBLA_00203	rRNA	111				5S ribosomal RNA
FJKNNBLA_00204	tRNA	77				tRNA-Asp(gtc)
FJKNNBLA_00205	CDS	804				[gene=dkgB] [locus_tag=b0207] [db_xref=UniProtKB/Swiss-Prot:P30863] [protein=methylglyoxal reductase DkgB] [protein_id=AAC73312.1] [location=229167..229970][gbkey=CDS]
FJKNNBLA_00206	CDS	915				[gene=yafC] [locus_tag=b0208] [db_xref=UniProtKB/Swiss-Prot:P30864] [protein=LysR family transcriptional regulator YafC] [protein_id=AAC73313.1] [location=complement(229967..230881)][gbkey=CDS]
FJKNNBLA_00207	CDS	780				[gene=yafD] [locus_tag=b0209] [db_xref=UniProtKB/Swiss-Prot:P0A8U2] [protein=endonuclease/exonuclease/phosphatase domain-containing protein YafD] [protein_id=AAC73314.1][location=231122..231922] [gbkey=CDS]
FJKNNBLA_00208	CDS	624				[gene=yafE] [locus_tag=b0210] [db_xref=UniProtKB/Swiss-Prot:P30866] [protein=putative S-adenosylmethionine-dependent methyltransferase] [protein_id=AAC73315.1][location=231926..232549] [gbkey=CDS]
FJKNNBLA_00209	CDS	1221				[gene=mltD] [locus_tag=b0211] [db_xref=UniProtKB/Swiss-Prot:P0AEZ7] [protein=membrane-bound lytic murein transglycosylase D] [protein_id=AAC73316.1][location=complement(232597..233955)] [gbkey=CDS]
FJKNNBLA_00210	CDS	756				[gene=gloB] [locus_tag=b0212] [db_xref=UniProtKB/Swiss-Prot:P0AC84] [protein=hydroxyacylglutathione hydrolase GloB] [protein_id=AAC73317.1] [location=complement(234027..234782)][gbkey=CDS]
FJKNNBLA_00211	CDS	723				[gene=yafS] [locus_tag=b0213] [db_xref=UniProtKB/Swiss-Prot:P75672] [protein=putative S-adenosyl-L-methionine-dependent methyltransferase] [protein_id=AAC73318.2][location=234816..235538] [gbkey=CDS]
FJKNNBLA_00212	CDS	468				[gene=rnhA] [locus_tag=b0214] [db_xref=UniProtKB/Swiss-Prot:P0A7Y4] [protein=ribonuclease HI] [protein_id=AAC73319.1] [location=complement(235535..236002)][gbkey=CDS]
FJKNNBLA_00213	CDS	741				[gene=dnaQ] [locus_tag=b0215] [db_xref=UniProtKB/Swiss-Prot:P03007] [protein=DNA polymerase III subunit epsilon] [protein_id=AAC73320.1] [location=236067..236798][gbkey=CDS]
FJKNNBLA_00214	tRNA	77				tRNA-Asp(gtc)
FJKNNBLA_00215	CDS	786				[gene=yafT] [locus_tag=b0217] [db_xref=UniProtKB/Swiss-Prot:P77339] [protein=lipoprotein YafT] [protein_id=AAC73321.1] [location=237335..238120] [gbkey=CDS]
FJKNNBLA_00216	CDS	276				[gene=insA6] [locus_tag=b3444] [db_xref=UniProtKB/Swiss-Prot:P0CF12] [protein=IS1 protein InsA] [protein_id=AAC76469.1] [location=3583483..3583758][gbkey=CDS]
FJKNNBLA_00217	CDS	378				[gene=insB6] [locus_tag=b3445] [db_xref=UniProtKB/Swiss-Prot:P0CF29] [protein=IS1 protein InsB] [protein_id=AAC76470.1] [location=3583677..3584180][gbkey=CDS]
FJKNNBLA_00218	CDS	354				hypothetical protein
FJKNNBLA_00219	CDS	1137				[gene=yhhI] [locus_tag=b3484] [db_xref=UniProtKB/Swiss-Prot:P28912] [protein=putative transposase][protein_id=AAC76509.1] [location=3624378..3625514][gbkey=CDS]
FJKNNBLA_00220	CDS	771				[gene=yafV] [locus_tag=b0219] [db_xref=UniProtKB/Swiss-Prot:Q47679] [protein=2-oxoglutaramate amidase] [protein_id=AAC73323.1] [location=complement(239419..240189)][gbkey=CDS]
FJKNNBLA_00221	CDS	447				[gene=ivy] [locus_tag=b0220] [db_xref=UniProtKB/Swiss-Prot:P0AD59] [protein=periplasmic chaperone, inhibitor of vertebrate C-type lysozyme] [protein_id=AAC73324.1][location=240343..240816] [gbkey=CDS]
FJKNNBLA_00222	CDS	2445				[gene=fadE] [locus_tag=b0221] [db_xref=UniProtKB/Swiss-Prot:Q47146] [protein=acyl-CoA dehydrogenase][protein_id=AAC73325.2] [location=complement(240859..243303)][gbkey=CDS]
FJKNNBLA_00223	CDS	579				[gene=gmhA] [locus_tag=b0222] [db_xref=UniProtKB/Swiss-Prot:P63224] [protein=D-sedoheptulose 7-phosphate isomerase] [protein_id=AAC73326.1] [location=243543..244121][gbkey=CDS]
FJKNNBLA_00224	CDS	768				[gene=yafJ] [locus_tag=b0223] [db_xref=UniProtKB/Swiss-Prot:Q47147] [protein=putative glutamine amidotransferase YafJ] [protein_id=AAC73327.1] [location=244327..245094][gbkey=CDS]
FJKNNBLA_00225	CDS	741				[gene=ldtF] [locus_tag=b0224] [db_xref=UniProtKB/Swiss-Prot:P0AA99] [protein=L,D-transpeptidase domain-containing protein LdtF] [protein_id=AAC73328.1][location=complement(245065..245805)] [gbkey=CDS]
FJKNNBLA_00226	CDS	279				[gene=yafQ] [locus_tag=b0225] [db_xref=UniProtKB/Swiss-Prot:Q47149] [protein=ribosome-dependent mRNA interferase toxin YafQ] [protein_id=AAC73329.1][location=complement(245961..246239)] [gbkey=CDS]
FJKNNBLA_00227	CDS	261				[gene=dinJ] [locus_tag=b0226] [db_xref=UniProtKB/Swiss-Prot:Q47150] [protein=antitoxin/DNA-binding transcriptional repressor DinJ] [protein_id=AAC73330.1][location=complement(246242..246502)] [gbkey=CDS]
FJKNNBLA_00228	CDS	774				[gene=yafL] [locus_tag=b0227] [db_xref=UniProtKB/Swiss-Prot:Q47151] [protein=NlpC/P60 family protein YafL] [protein_id=AAC73331.1] [location=246712..247461][gbkey=CDS]
FJKNNBLA_00229	CDS	498				[gene=rayT] [locus_tag=b0228] [db_xref=UniProtKB/Swiss-Prot:Q47152] [protein=REP-associated tyrosine transposase] [protein_id=AAC73332.1] [location=247637..248134][gbkey=CDS]
FJKNNBLA_00230	CDS	1740				[gene=flhA] [locus_tag=b1879] [db_xref=UniProtKB/Swiss-Prot:P76298] [protein=flagellar biosynthesis protein FlhA] [protein_id=AAC74949.1] [location=complement(1962972..1965050)][gbkey=CDS]
FJKNNBLA_00231	CDS	636				[gene=motB] [locus_tag=b1889] [db_xref=UniProtKB/Swiss-Prot:P0AF06] [protein=motility protein B] [protein_id=AAC74959.1] [location=complement(1975329..1976255)][gbkey=CDS]
FJKNNBLA_00232	CDS	1056				[gene=dinB] [locus_tag=b0231] [db_xref=UniProtKB/Swiss-Prot:Q47155] [protein=DNA polymerase IV] [protein_id=AAC73335.1] [location=250898..251953] [gbkey=CDS]
FJKNNBLA_00233	CDS	294				[gene=yafN] [locus_tag=b0232] [db_xref=UniProtKB/Swiss-Prot:Q47156] [protein=antitoxin YafN][protein_id=AAC73336.1] [location=252005..252298] [gbkey=CDS]
FJKNNBLA_00234	CDS	399				[gene=yafO] [locus_tag=b0233] [db_xref=UniProtKB/Swiss-Prot:Q47157] [protein=ribosome-dependent mRNA interferase toxin YafO] [protein_id=AAC73337.1][location=252301..252699] [gbkey=CDS]
